Sample,,,,,,,Tripalmitin Results,,,Triheptadecanoic Results,,,Tristerin Results,,
,,Name,Data File,Type,Level,Acq. Date-Time,RT,Final Conc.,Accuracy,RT,Final Conc.,Accuracy,RT,Final Conc.,Accuracy
,!,0424-11,1AD-4601.D,Sample,1,6/22/2018 8:12 AM,11.815,0.1866,,12.301,0.1336,,11.033,0.4596,
,,blank,001-4701.D,Blank,1,6/22/2018 8:32 AM,11.848,0.1435,,12.355,0.1337,,13.175,0.1541,
,,qc,2AH-4801.D,QC,3,6/22/2018 8:52 AM,11.790,0.4965,93.7,12.321,0.5247,97.2,12.797,0.5904,96.8
,,blank,001-4902.D,Blank,1,6/22/2018 9:13 AM,,,,12.362,0.1338,,13.290,0.1553,
,!,0424-10,1AE-5001.D,Sample,1,6/22/2018 9:33 AM,11.815,0.1937,,12.360,0.1337,,11.034,0.5830,
,!,0419-05,1AF-5101.D,Sample,1,6/22/2018 9:53 AM,11.816,0.1852,,12.305,0.1336,,11.439,0.3230,
,,blank,001-5201.D,Blank,1,6/22/2018 10:14 AM,11.835,0.1434,,12.353,0.1336,,13.216,0.1547,
,!,tag_mix,2BA-5301.D,Cal,1,6/22/2018 10:34 AM,11.791,0.1440,135.9,12.310,0.1340,124.1,12.815,0.1552,127.2
,,tag_mix,2BB-5401.D,Cal,2,6/22/2018 10:54 AM,11.791,0.2359,89.0,12.322,0.2427,89.9,12.798,0.2713,89.0
,!,tag_mix,2BC-5501.D,Cal,3,6/22/2018 11:15 AM,11.788,0.7801,147.2,12.323,0.8365,154.9,12.799,0.9451,154.9
,,tag_mix,2BD-5601.D,Cal,4,6/22/2018 11:35 AM,11.788,0.8602,108.2,12.320,0.9111,112.5,12.796,1.0322,112.8
,!,tag_mix,2BE-5701.D,Cal,5,6/22/2018 11:55 AM,11.789,1.6061,151.5,12.322,1.6265,150.6,11.789,1.8493,151.6
,,blank,001-5802.D,Blank,1,6/22/2018 12:16 PM,11.782,0.1435,,12.228,0.1337,,13.173,0.1534,
,,blank,001-5903.D,Blank,1,6/22/2018 12:36 PM,11.808,0.1435,,12.373,0.1338,,13.260,0.1546,
,,blank,001-6004.D,Blank,1,6/22/2018 12:56 PM,11.807,0.1434,,12.348,0.1337,,13.280,0.1536,
,,blank,001-6101.D,Blank,1,6/22/2018 1:17 PM,,,,,,,,,
