Sample,,,,,,,Tripalmitin Results,,,Triheptadecanoic Results,,,Tristerin Results,,
,,Name,Data File,Type,Level,Acq. Date-Time,RT,Final Conc.,Accuracy,RT,Final Conc.,Accuracy,RT,Final Conc.,Accuracy
,!,0824-20,2DD-3001.D,Sample,1,7/12/2018 9:03 AM,11.612,0.3113,,12.143,0.1877,,10.854,1.0409,
,!,0903-30,2DE-3101.D,Sample,1,7/12/2018 9:23 AM,11.610,0.2439,,12.123,0.1877,,11.245,0.3302,
,!,0823-11,2DF-3201.D,Sample,1,7/12/2018 9:43 AM,11.613,0.2577,,12.169,0.1877,,11.250,0.3029,
,!,0903-26,2DG-3301.D,Sample,1,7/12/2018 10:04 AM,11.612,0.2490,,12.194,0.1877,,11.248,0.3558,
,!,0605-18,2DH-3401.D,Sample,1,7/12/2018 10:24 AM,11.616,0.3364,,11.962,0.1889,,11.251,0.4670,
,!,0605-17,2DI-3501.D,Sample,1,7/12/2018 10:44 AM,11.614,0.4320,,11.960,0.1895,,11.249,0.6157,
,!,0605-16,2EA-3601.D,Sample,1,7/12/2018 11:05 AM,11.613,0.4517,,11.957,0.1893,,11.248,0.6483,
,!,0627-10,2EB-3701.D,Sample,1,7/12/2018 11:25 AM,11.615,0.3703,,12.210,0.1877,,10.855,1.5594,
,,blank,001-3801.D,Blank,1,7/12/2018 11:45 AM,11.694,0.1881,,12.124,0.1877,,13.104,0.2159,
,,qc2,2AG-3901.D,QC,2,7/12/2018 12:06 PM,11.593,0.2500,94.3,12.110,0.2556,94.7,12.571,0.2916,95.6
,,blank,001-4002.D,Blank,1,7/12/2018 12:26 PM,11.580,0.1875,,12.101,0.1877,,13.078,0.2154,
,!,0627-01,2EC-4101.D,Sample,1,7/12/2018 12:46 PM,11.608,0.2548,,12.056,0.1877,,11.244,0.5371,
,!,0607-07,2ED-4201.D,Sample,1,7/12/2018 1:07 PM,11.609,0.6412,,11.954,0.1905,,11.245,0.8662,
,!,0627-02,2EE-4301.D,Sample,1,7/12/2018 1:27 PM,11.610,0.2844,,12.124,0.1877,,10.852,0.9477,
,!,0605-23,2EF-4401.D,Sample,1,7/12/2018 1:47 PM,11.607,0.5982,,11.953,0.1907,,11.242,0.8137,
,!,0605-13,2EG-4501.D,Sample,1,7/12/2018 2:08 PM,11.608,0.5712,,11.954,0.1906,,11.243,0.7384,
,!,0627-08,2EH-4601.D,Sample,1,7/12/2018 2:28 PM,11.611,0.3637,,12.189,0.1877,,11.247,1.1546,
,!,0627-14,2EI-4701.D,Sample,1,7/12/2018 2:49 PM,11.613,0.4203,,11.959,0.1882,,11.248,1.5276,
,!,0605-11,2FA-4801.D,Sample,1,7/12/2018 3:09 PM,11.611,0.5723,,11.956,0.1905,,11.247,0.8158,
,!,0605-25,2FB-4901.D,Sample,1,7/12/2018 3:29 PM,11.609,0.9042,,11.955,0.1932,,11.244,1.1420,
,!,0623-10,2FC-5001.D,Sample,1,7/12/2018 3:50 PM,11.610,0.2395,,12.041,0.1877,,10.850,0.7764,
,,blank,001-5101.D,Blank,1,7/12/2018 4:10 PM,11.598,0.1875,,12.183,0.1877,,13.082,0.2168,
,,qc2,2AH-5201.D,QC,2,7/12/2018 4:30 PM,11.587,0.2545,96.0,12.104,0.2607,96.5,12.104,0.2960,97.1
,,blank,001-5302.D,Blank,1,7/12/2018 4:51 PM,11.421,0.1876,,,,,13.118,0.2154,
,!,0623-09,2FD-5401.D,Sample,1,7/12/2018 5:11 PM,11.610,0.2768,,12.187,0.1877,,10.849,0.8436,
,!,0605-15,2FE-5501.D,Sample,1,7/12/2018 5:31 PM,11.610,0.3168,,11.954,0.1889,,11.245,0.4430,
,!,0623-11,2FF-5601.D,Sample,1,7/12/2018 5:52 PM,11.609,0.4564,,11.951,0.1888,,11.247,1.1186,
,!,0627-03,2FG-5701.D,Sample,1,7/12/2018 6:12 PM,11.610,0.2675,,12.085,0.1877,,10.850,0.9894,
,!,0605-12,2FH-5801.D,Sample,1,7/12/2018 6:32 PM,11.610,0.6744,,11.955,0.1919,,11.246,0.9248,
,!,0627-04,2FI-5901.D,Sample,1,7/12/2018 6:53 PM,11.608,0.3104,,12.083,0.1877,,10.850,1.1255,
,!,0627-11,1AA-6001.D,Sample,1,7/12/2018 7:13 PM,11.608,0.3697,,12.184,0.1877,,10.850,1.4361,
,!,0605-19,1AB-6101.D,Sample,1,7/12/2018 7:33 PM,11.605,0.4991,,11.950,0.1901,,11.240,0.5903,
,!,0627-09,1AC-6201.D,Sample,1,7/12/2018 7:54 PM,11.608,0.3379,,12.215,0.1877,,10.849,1.4556,
,!,0608-06,1AD-6301.D,Sample,1,7/12/2018 8:14 PM,11.609,0.5109,,11.954,0.1898,,11.243,0.7424,
,,blank,001-6401.D,Blank,1,7/12/2018 8:34 PM,11.603,0.1878,,12.098,0.1876,,13.150,0.2149,
,!,qc2,2AI-6501.D,QC,2,7/12/2018 8:55 PM,11.585,0.2527,95.3,12.102,0.2543,94.2,11.585,0.2924,95.9
,,blank,001-6602.D,Blank,1,7/12/2018 9:15 PM,11.591,0.1875,,12.136,0.1877,,13.005,0.2157,
,!,0607-06,1AE-6701.D,Sample,1,7/12/2018 9:35 PM,11.606,0.4975,,11.953,0.1904,,11.242,0.6440,
,!,0627-17,1AF-6801.D,Sample,1,7/12/2018 9:56 PM,11.607,0.3242,,12.148,0.1877,,11.243,1.0321,
,!,0627-12,1AG-6901.D,Sample,1,7/12/2018 10:16 PM,11.608,0.3032,,11.946,0.1881,,10.848,1.2327,
,!,0627-13,1AH-7001.D,Sample,1,7/12/2018 10:36 PM,11.610,0.4885,,11.957,0.1884,,11.245,1.6653,
,!,0605-24,1AI-7101.D,Sample,1,7/12/2018 10:57 PM,11.607,0.5258,,11.954,0.1901,,11.245,0.7804,
,!,0627-05,1BA-7201.D,Sample,1,7/12/2018 11:17 PM,11.609,0.3027,,12.193,0.1877,,10.850,0.9858,
,!,0623-07,1BB-7301.D,Sample,1,7/12/2018 11:37 PM,11.607,0.2933,,12.154,0.1877,,10.848,0.9701,
,!,0627-07,1BC-7401.D,Sample,1,7/12/2018 11:58 PM,11.608,0.3877,,11.960,0.1879,,11.245,1.4753,
,!,0607-08,1BD-7501.D,Sample,1,7/13/2018 12:18 AM,11.606,0.8069,,11.951,0.1919,,11.240,1.0929,
,!,0608-07,1BE-7601.D,Sample,1,7/13/2018 12:38 AM,11.607,0.6788,,11.951,0.1928,,11.245,0.7367,
,,blank,001-7701.D,Blank,1,7/13/2018 12:59 AM,11.660,0.1876,,12.131,0.1877,,13.071,0.2168,
,!,qc2,2BF-7801.D,QC,2,7/13/2018 1:19 AM,11.585,0.2542,95.9,12.101,0.2569,95.1,11.585,0.2919,95.7
,,blank,001-7902.D,Blank,1,7/13/2018 1:39 AM,11.572,0.1876,,12.036,0.1877,,13.145,0.2165,
,!,0623-08,1BF-8001.D,Sample,1,7/13/2018 2:00 AM,11.607,0.3438,,11.945,0.1882,,11.243,1.0475,
,!,0623-06,1BG-8101.D,Sample,1,7/13/2018 2:20 AM,11.607,0.3133,,12.129,0.1877,,10.848,0.9915,
,!,0605-22,1BH-8201.D,Sample,1,7/13/2018 2:40 AM,11.607,0.6579,,11.952,0.1904,,11.244,1.1117,
,!,0627-06,1BI-8301.D,Sample,1,7/13/2018 3:01 AM,11.607,0.3247,,12.091,0.1877,,11.244,0.9610,
,!,0627-15,1CA-8401.D,Sample,1,7/13/2018 3:21 AM,11.607,0.3605,,12.145,0.1877,,10.847,1.5471,
,!,0605-21,1CB-8501.D,Sample,1,7/13/2018 3:42 AM,11.606,0.5222,,11.950,0.1908,,11.242,0.6821,
,!,0605-20,1CC-8601.D,Sample,1,7/13/2018 4:02 AM,11.608,0.3577,,11.951,0.1889,,11.243,0.5778,
,!,0627-16,1CD-8701.D,Sample,1,7/13/2018 4:22 AM,11.609,0.2836,,12.099,0.1877,,10.849,0.9119,
!,!,0605-14,1CE-8801.D,Sample,1,7/13/2018 4:43 AM,11.608,0.4156,,,,,11.243,0.6125,
,!,0608-05,1CF-8901.D,Sample,1,7/13/2018 5:03 AM,11.608,0.3557,,11.953,0.1885,,11.243,0.5503,
,,blank,001-9001.D,Blank,1,7/13/2018 5:23 AM,11.579,0.1875,,12.116,0.1876,,13.150,0.2161,
,,tag_mix,001-9101.D,Blank,1,7/13/2018 5:44 AM,11.555,0.1875,,12.107,0.1876,,13.146,0.2146,
,!,tag_mix,2BA-9201.D,Cal,1,7/13/2018 6:04 AM,11.586,0.1877,177.1,12.107,0.1880,174.0,13.146,0.2152,176.4
,,tag_mix,2BB-9301.D,Cal,2,7/13/2018 6:24 AM,11.578,0.2543,96.0,12.095,0.2605,96.5,12.556,0.2968,97.3
,!,tag_mix,2BC-9401.D,Cal,3,7/13/2018 6:45 AM,11.576,0.4011,75.7,12.093,0.4085,75.7,11.576,0.4598,75.4
,!,tag_mix,2BD-9501.D,Cal,4,7/13/2018 7:05 AM,11.576,0.7908,99.5,12.092,0.8134,100.4,11.576,0.9046,98.9
,!,blank,2BE-9601.D,Cal,5,7/13/2018 7:25 AM,11.578,1.1221,105.9,12.095,1.1375,105.3,11.578,1.2956,106.2
,,blank,001-9701.D,Blank,1,7/13/2018 7:46 AM,11.545,0.1875,,12.143,0.1879,,13.141,0.2162,
,,blank,001-9802.D,Blank,1,7/13/2018 8:06 AM,11.608,0.1875,,12.115,0.1877,,13.135,0.2155,
,,blank,001-9903.D,Blank,1,7/13/2018 8:26 AM,11.543,0.1875,,12.101,0.1876,,13.125,0.2161,
,,blank,001-a001.D,Blank,1,7/13/2018 8:46 AM,,,,,,,,,
