Sample,,,,,,,Tripalmitin Results,,,Triheptadecanoic Results,,,Tristerin Results,,
,,Name,Data File,Type,Level,Acq. Date-Time,RT,Final Conc.,Accuracy,RT,Final Conc.,Accuracy,RT,Final Conc.,Accuracy
,!,0407-13,1CC-8601.D,Sample,,7/7/2018 11:05 PM,11.693,0.1733,,12.235,0.1608,,11.320,0.1913,
,!,0407-12,1CD-8701.D,Sample,,7/7/2018 11:25 PM,11.692,0.1696,,12.240,0.1607,,11.318,0.1866,
,!,0323-16,1CE-8801.D,Sample,,7/7/2018 11:46 PM,11.693,0.1739,,12.208,0.1608,,11.320,0.1909,
,!,0322-12,1CF-8901.D,Sample,,7/8/2018 12:06 AM,11.694,0.1742,,12.234,0.1608,,11.322,0.1911,
,,blank,001-9001.D,Blank,,7/8/2018 12:26 AM,11.693,0.1655,,12.221,0.1608,,13.172,0.1812,
,,qc2,2BG-9101.D,QC,2,7/8/2018 12:47 AM,11.675,0.2514,94.9,12.200,0.2561,94.9,12.668,0.2871,94.1
,,blank,001-9202.D,Blank,,7/8/2018 1:07 AM,11.663,0.1656,,12.213,0.1607,,13.165,0.1818,
,!,0322-11,1CG-9301.D,Sample,,7/8/2018 1:27 AM,11.696,0.1708,,12.177,0.1608,,11.695,0.1858,
,!,0322-10,1CH-9401.D,Sample,,7/8/2018 1:48 AM,11.694,0.1726,,12.224,0.1609,,11.321,0.1890,
,!,0407-07,1CI-9501.D,Sample,,7/8/2018 2:08 AM,11.693,0.1748,,12.203,0.1608,,11.320,0.1995,
,!,0323-19,1DA-9601.D,Sample,,7/8/2018 2:28 AM,11.694,0.1764,,12.218,0.1608,,11.321,0.1934,
,!,0323-18,1DB-9701.D,Sample,,7/8/2018 2:49 AM,11.692,0.1763,,12.211,0.1609,,11.320,0.1944,
,!,0323-17,1DC-9801.D,Sample,,7/8/2018 3:09 AM,11.693,0.1763,,12.214,0.1608,,11.323,0.1934,
,!,0407-15,1DD-9901.D,Sample,,7/8/2018 3:29 AM,11.691,0.1696,,12.189,0.1609,,11.318,0.1862,
,!,0407-09,1DE-a001.D,Sample,,7/8/2018 3:50 AM,11.691,0.1748,,12.192,0.1608,,11.319,0.1958,
,!,0412-01,1DF-a101.D,Sample,,7/8/2018 4:10 AM,11.692,0.1676,,12.279,0.1610,,11.317,0.1850,
,!,0407-08,1DG-a201.D,Sample,,7/8/2018 4:30 AM,11.690,0.1736,,12.209,0.1608,,11.317,0.1983,
,,blank,001-a301.D,Blank,,7/8/2018 4:51 AM,11.681,0.1654,,12.168,0.1608,,13.118,0.1820,
,,qc2,2BH-a401.D,QC,2,7/8/2018 5:11 AM,11.674,0.2380,89.8,12.198,0.2429,90.0,12.667,0.2702,88.6
,,blank,001-a502.D,Blank,,7/8/2018 5:31 AM,11.588,0.1655,,12.248,0.1608,,13.164,0.1816,
,,0511-B02,1DH-a601.D,MatrixBlank,,7/8/2018 5:52 AM,11.700,0.1656,,12.160,0.1607,,13.107,0.1820,
,,0511-B03,1DI-a701.D,MatrixBlank,,7/8/2018 6:12 AM,11.645,0.1655,,12.169,0.1608,,13.157,0.1812,
,!,0407-17,1EA-a801.D,Sample,,7/8/2018 6:32 AM,11.690,0.1723,,12.230,0.1608,,11.318,0.1905,
,!,0407-16,1EB-a901.D,Sample,,7/8/2018 6:53 AM,11.693,0.1722,,12.152,0.1608,,11.319,0.1905,
,!,0322-13,1EC-aa01.D,Sample,,7/8/2018 7:13 AM,11.690,0.1735,,12.285,0.1608,,11.319,0.1895,
,!,0323-01,1ED-ab01.D,Sample,,7/8/2018 7:33 AM,11.691,0.1666,,12.224,0.1608,,11.317,0.1840,
,!,0407-18,1EE-ac01.D,Sample,,7/8/2018 7:54 AM,11.693,0.1759,,12.200,0.1608,,11.319,0.1970,
,,0511-B01,1EF-ad01.D,MatrixBlank,,7/8/2018 8:14 AM,11.725,0.1655,,12.228,0.1607,,13.133,0.1813,
,!,0323-20,1EG-ae01.D,Sample,,7/8/2018 8:35 AM,11.696,0.1759,,12.250,0.1608,,11.324,0.1924,
,!,0323-21,1EH-af01.D,Sample,,7/8/2018 8:55 AM,11.694,0.1758,,12.158,0.1608,,11.321,0.1932,
,,blank,001-ag01.D,Blank,,7/8/2018 9:15 AM,11.718,0.1655,,12.224,0.1607,,13.151,0.1821,
,!,qc2,2BI-ah01.D,QC,2,7/8/2018 9:35 AM,11.675,0.3169,119.6,12.201,0.3280,121.5,12.670,0.3672,120.4
,,blank,001-ai02.D,Blank,,7/8/2018 9:56 AM,11.578,0.1655,,12.401,0.1608,,13.167,0.1818,
,!,0323-02,1EI-aj01.D,Sample,,7/8/2018 10:16 AM,11.683,0.1665,,12.194,0.1608,,11.681,0.1838,
,!,0323-03,1FA-ak01.D,Sample,,7/8/2018 10:36 AM,11.685,0.1707,,12.178,0.1607,,11.313,0.1886,
,,0411-15,1FB-al01.D,Sample,,7/8/2018 10:57 AM,11.672,0.1655,,12.174,0.1607,,13.159,0.1824,
,!,0411-16,1FC-am01.D,Sample,,7/8/2018 11:17 AM,11.688,0.1663,,12.177,0.1608,,11.317,0.1841,
,!,0323-22,1FD-an01.D,Sample,,7/8/2018 11:37 AM,11.688,0.1865,,12.056,0.1608,,11.316,0.2049,
,!,0323-23,1FE-ao01.D,Sample,,7/8/2018 11:58 AM,11.684,0.1794,,12.199,0.1608,,11.313,0.1960,
,!,0412-08,1FF-ap01.D,Sample,,7/8/2018 12:18 PM,11.683,0.1664,,12.428,0.1612,,11.311,0.1832,
,,0511-B04,1FG-aq01.D,MatrixBlank,,7/8/2018 12:39 PM,11.503,0.1654,,12.221,0.1607,,13.146,0.1818,
,,0411-17,1FH-ar01.D,Sample,,7/8/2018 12:59 PM,11.688,0.1661,,12.235,0.1607,,13.117,0.1840,
!,!,0411-18,1FI-as01.D,Sample,,7/8/2018 1:19 PM,11.679,0.1660,,,,,13.140,0.1831,
,,blank,001-at01.D,Blank,,7/8/2018 1:40 PM,11.767,0.1656,,12.271,0.1609,,13.174,0.1819,
,!,tag_mix,2BA-au01.D,Cal,1,7/8/2018 2:00 PM,11.672,0.1657,156.3,12.182,0.1612,149.3,12.657,0.1829,149.9
,,tag_mix,2BB-av01.D,Cal,2,7/8/2018 2:20 PM,11.665,0.2225,84.0,12.192,0.2251,83.4,12.658,0.2521,82.7
,,tag_mix,2BC-aw01.D,Cal,3,7/8/2018 2:41 PM,11.668,0.4522,85.3,12.193,0.4699,87.0,12.662,0.5346,87.6
,!,tag_mix,2BD-ax01.D,Cal,4,7/8/2018 3:01 PM,11.670,0.8630,108.6,12.195,0.8933,110.3,11.670,1.0054,109.9
,!,tag_mix,2BE-ay01.D,Cal,5,7/8/2018 3:21 PM,11.670,1.0525,99.3,12.196,1.0585,98.0,11.670,1.1971,98.1
,,blank,001-az02.D,Blank,,7/8/2018 3:42 PM,11.888,0.1659,,12.167,0.1608,,13.175,0.1818,
,,blank,001-b003.D,Blank,,7/8/2018 4:02 PM,11.800,0.1655,,12.218,0.1608,,13.160,0.1823,
,,blank,001-b104.D,Blank,,7/8/2018 4:22 PM,11.720,0.1655,,12.193,0.1608,,13.154,0.1822,
,,blank,001-b201.D,Blank,,7/8/2018 4:42 PM,,,,,,,,,
