Sample,,,,,,,Tripalmitin Results,,,Triheptadecanoic Results,,,Tristerin Results,,
,,Name,Data File,Type,Level,Acq. Date-Time,RT,Final Conc.,Accuracy,RT,Final Conc.,Accuracy,RT,Final Conc.,Accuracy
,!,0527-03,2ED-4301.D,Sample,,6/24/2018 10:56 AM,11.568,0.2089,,12.545,0.1758,,11.202,0.3104,
,!,0508-18,2EE-4401.D,Sample,,6/24/2018 11:17 AM,11.565,0.2598,,12.445,0.1758,,11.201,0.4378,
,!,0512-07,2EF-4501.D,Sample,,6/24/2018 11:37 AM,11.568,0.2910,,12.545,0.1761,,10.811,1.0014,
,!,0527-04,2EG-4601.D,Sample,,6/24/2018 11:57 AM,11.568,0.1947,,12.426,0.1758,,11.202,0.2430,
,!,0530-03,2EH-4701.D,Sample,,6/24/2018 12:18 PM,11.566,0.2432,,12.549,0.1758,,11.202,0.4999,
,!,0508-19,2EI-4801.D,Sample,,6/24/2018 12:38 PM,11.565,0.2321,,12.535,0.1759,,11.201,0.3417,
,!,0512-08,2FA-4901.D,Sample,,6/24/2018 12:58 PM,11.568,0.2393,,12.558,0.1758,,10.811,0.6405,
,!,0527-05,2FB-5001.D,Sample,,6/24/2018 1:19 PM,11.565,0.2132,,12.494,0.1759,,11.199,0.3114,
,!,0530-04,2FC-5101.D,Sample,,6/24/2018 1:39 PM,11.565,0.2409,,12.619,0.1761,,11.203,0.5564,
,,blank,001-5201.D,Blank,,6/24/2018 1:59 PM,11.577,0.1877,,12.483,0.1759,,13.021,0.2069,
,,qc4,2AH-5301.D,QC,4,6/24/2018 2:20 PM,11.550,0.6673,83.9,12.526,0.7141,88.2,12.526,0.7869,86.0
,,blank,001-5402.D,Blank,,6/24/2018 2:40 PM,11.583,0.1877,,12.518,0.1758,,13.028,0.2074,
,!,0530-01,2FD-5501.D,Sample,,6/24/2018 3:00 PM,11.568,0.2250,,12.561,0.1759,,10.810,0.5588,
,!,0527-02,2FE-5601.D,Sample,,6/24/2018 3:21 PM,11.568,0.2288,,12.570,0.1759,,11.203,0.4348,
,!,0509-14,2FF-5701.D,Sample,,6/24/2018 3:41 PM,11.566,0.2207,,12.408,0.1759,,10.810,0.5121,
,!,0509-10,2FG-5801.D,Sample,,6/24/2018 4:01 PM,11.568,0.2157,,12.535,0.1759,,10.810,0.4526,
,!,0528-04,2FH-5901.D,Sample,,6/24/2018 4:22 PM,11.566,0.2183,,12.502,0.1758,,10.810,0.6635,
,!,0527-01,2FI-6001.D,Sample,,6/24/2018 4:42 PM,11.564,0.2069,,12.584,0.1759,,10.808,0.5370,
,!,0509-11,1AA-6101.D,Sample,,6/24/2018 5:02 PM,11.569,0.1991,,12.423,0.1758,,10.809,0.3276,
,!,0508-13,1AB-6201.D,Sample,,6/24/2018 5:23 PM,11.570,0.1977,,12.768,0.1758,,10.812,0.3240,
,!,0528-05,1AC-6301.D,Sample,,6/24/2018 5:43 PM,11.570,0.2020,,12.509,0.1759,,10.811,0.4466,
,!,0528-01,1AD-6401.D,Sample,,6/24/2018 6:04 PM,11.565,0.2224,,12.576,0.1758,,10.810,0.7823,
,,blank,001-6501.D,Blank,,6/24/2018 6:24 PM,11.744,0.1880,,12.520,0.1758,,13.045,0.2072,
,,qc4,2AI-6601.D,QC,4,6/24/2018 6:44 PM,11.550,0.6866,86.4,12.526,0.7352,90.8,12.526,0.8078,88.3
,,blank,001-6702.D,Blank,,6/24/2018 7:04 PM,11.554,0.1876,,12.537,0.1758,,13.011,0.2069,
,!,0509-12,1AE-6801.D,Sample,,6/24/2018 7:25 PM,11.568,0.2320,,12.538,0.1760,,10.812,0.5391,
,!,0509-08,1AF-6901.D,Sample,,6/24/2018 7:45 PM,11.569,0.2080,,12.577,0.1759,,10.810,0.4049,
,!,0528-06,1AG-7001.D,Sample,,6/24/2018 8:06 PM,11.569,0.2163,,12.528,0.1759,,10.812,0.4860,
,!,0528-02,1AH-7101.D,Sample,,6/24/2018 8:26 PM,11.570,0.2035,,12.498,0.1759,,10.815,0.4845,
,!,0509-13,1AI-7201.D,Sample,,6/24/2018 8:46 PM,11.570,0.2143,,12.550,0.1758,,10.813,0.4646,
,!,0509-09,1BA-7301.D,Sample,,6/24/2018 9:07 PM,11.572,0.2016,,12.453,0.1759,,11.207,0.3172,
,!,0528-07,1BB-7401.D,Sample,,6/24/2018 9:27 PM,11.572,0.2055,,12.600,0.1759,,10.815,0.4949,
,!,0528-03,1BC-7501.D,Sample,,6/24/2018 9:47 PM,11.573,0.2073,,12.507,0.1761,,10.813,0.5642,
,,blank,001-7601.D,Blank,,6/24/2018 10:08 PM,11.564,0.1876,,12.576,0.1759,,12.987,0.2076,
,!,tag_mix,2BA-7701.D,Cal,1,6/24/2018 10:28 PM,11.562,0.1878,177.2,12.528,0.1762,163.2,12.854,0.2083,170.7
,,tag_mix,2BB-7801.D,Cal,2,6/24/2018 10:48 PM,11.553,0.2505,94.5,12.529,0.2518,93.3,12.529,0.2873,94.2
,!,tag_mix,2BC-7901.D,Cal,3,6/24/2018 11:09 PM,11.553,0.4224,79.7,12.530,0.4448,82.4,12.530,0.4946,81.1
,,tag_mix,2BD-8001.D,Cal,4,6/24/2018 11:29 PM,11.555,0.7960,100.1,12.532,0.8416,103.9,12.532,0.9324,101.9
,!,tag_mix,2BE-8101.D,Cal,5,6/24/2018 11:49 PM,11.555,1.2494,117.9,12.533,1.2038,111.5,11.555,1.4017,114.9
,,blank,001-8202.D,Blank,,6/25/2018 12:10 AM,11.501,0.1876,,12.381,0.1758,,13.039,0.2083,
,,blank,001-8303.D,Blank,,6/25/2018 12:30 AM,11.716,0.1877,,12.516,0.1759,,13.005,0.2064,
,,blank,001-8404.D,Blank,,6/25/2018 12:50 AM,11.593,0.1877,,12.743,0.1764,,13.044,0.2069,
,,blank,001-8501.D,Blank,,6/25/2018 1:11 AM,,,,,,,,,
Sample,,,,,,,Tripalmitin Results,,,Triheptadecanoic Results,,,Tristerin Results,,
,,Name,Data File,Type,Level,Acq. Date-Time,RT,Final Conc.,Accuracy,RT,Final Conc.,Accuracy,RT,Final Conc.,Accuracy
,,blank,001-0101.D,Blank,,7/3/2018 5:33 PM,11.802,0.1755,,12.084,0.1700,,13.080,0.2045,
,,blank,001-0202.D,Blank,,7/3/2018 5:53 PM,11.626,0.1749,,12.018,0.1700,,13.015,0.1924,
,,blank,001-0303.D,Blank,,7/3/2018 6:13 PM,11.570,0.1749,,,,,13.080,0.1945,
,,blank,001-0404.D,Blank,,7/3/2018 6:34 PM,11.633,0.1749,,12.171,0.1700,,12.990,0.1928,
,,blank,001-0505.D,Blank,,7/3/2018 6:54 PM,11.594,0.1749,,12.103,0.1700,,13.034,0.1923,
,,blank,001-0606.D,Blank,,7/3/2018 7:14 PM,11.597,0.1749,,12.175,0.1700,,13.071,0.1920,
,,blank,001-0707.D,Blank,,7/3/2018 7:34 PM,11.588,0.1749,,12.125,0.1700,,13.077,0.1906,
,,blank,001-0808.D,Blank,,7/3/2018 7:55 PM,11.466,0.1749,,12.145,0.1700,,13.076,0.1928,
,!,tag_mix,2AA-0901.D,Cal,1,7/3/2018 8:15 PM,11.623,0.1751,165.2,12.099,0.1703,157.7,13.007,0.1914,156.9
,,tag_mix,2AB-1001.D,Cal,2,7/3/2018 8:35 PM,11.592,0.2354,88.8,12.107,0.2384,88.3,12.568,0.2677,87.8
,!,tag_mix,2AC-1101.D,Cal,3,7/3/2018 8:56 PM,11.593,0.4209,79.4,12.110,0.4367,80.9,12.570,0.4923,80.7
,,tag_mix,2AD-1201.D,Cal,4,7/3/2018 9:16 PM,11.595,0.6691,84.2,12.110,0.7015,86.6,12.571,0.7893,86.3
,!,tag_mix,2AE-1301.D,Cal,5,7/3/2018 9:36 PM,11.598,1.0734,101.3,12.113,1.0722,99.3,11.598,1.2045,98.7
,,blank,001-1409.D,Blank,,7/3/2018 9:57 PM,11.554,0.1749,,12.070,0.1700,,13.038,0.1902,
,!,0610-01,2CA-1501.D,Sample,,7/3/2018 10:17 PM,11.615,0.1931,,12.100,0.1700,,10.856,0.3079,
,!,0610-02,2CB-1601.D,Sample,,7/3/2018 10:37 PM,11.615,0.1929,,12.179,0.1701,,10.856,0.3471,
,!,0610-03,2CC-1701.D,Sample,,7/3/2018 10:58 PM,11.616,0.2127,,12.285,0.1714,,11.250,0.3907,
,!,0610-04,2CD-1801.D,Sample,,7/3/2018 11:18 PM,11.614,0.1974,,11.970,0.1703,,11.251,0.3302,
,!,0610-05,2CE-1901.D,Sample,,7/3/2018 11:39 PM,11.614,0.2065,,12.125,0.1700,,11.250,0.3843,
,!,0610-06,2CF-2001.D,Sample,,7/3/2018 11:59 PM,11.617,0.1915,,12.091,0.1700,,10.859,0.3972,
,!,0610-07,2CG-2101.D,Sample,,7/4/2018 12:19 AM,11.614,0.2028,,12.233,0.1700,,10.857,0.3804,
,!,0610-08,2CH-2201.D,Sample,,7/4/2018 12:40 AM,11.615,0.1982,,12.131,0.1702,,10.858,0.3757,
,!,0610-09,2CI-2301.D,Sample,,7/4/2018 1:00 AM,11.618,0.1920,,11.961,0.1701,,10.859,0.3521,
,!,0610-10,2DA-2401.D,Sample,,7/4/2018 1:20 AM,11.618,0.1942,,12.071,0.1700,,10.860,0.4334,
,,blank,001-2501.D,Blank,,7/4/2018 1:41 AM,11.833,0.1752,,12.017,0.1700,,12.940,0.1927,
,,qc4,2AF-2601.D,QC,4,7/4/2018 2:01 AM,11.598,0.7233,91.0,12.113,0.7440,91.9,12.575,0.8435,92.2
,,blank,001-2702.D,Blank,,7/4/2018 2:21 AM,11.602,0.1749,,12.336,0.1715,,13.057,0.1914,
,!,0611-01,2DB-2801.D,Sample,,7/4/2018 2:42 AM,11.618,0.2000,,12.133,0.1700,,10.859,0.3922,
,!,0611-02,2DC-2901.D,Sample,,7/4/2018 3:02 AM,11.616,0.2036,,12.126,0.1700,,10.858,0.4929,
,!,0611-03,2DD-3001.D,Sample,,7/4/2018 3:22 AM,11.616,0.2066,,11.975,0.1701,,10.858,0.4745,
,!,0611-04,2DE-3101.D,Sample,,7/4/2018 3:43 AM,11.614,0.2141,,12.089,0.1700,,11.251,0.4248,
,,0611-05,2DF-3201.D,Sample,,7/4/2018 4:03 AM,11.584,0.1749,,12.350,0.1712,,13.022,0.1914,
,!,0611-06,2DG-3301.D,Sample,,7/4/2018 4:23 AM,11.617,0.2043,,12.163,0.1700,,10.859,0.3897,
,!,0611-07,2DH-3401.D,Sample,,7/4/2018 4:44 AM,11.617,0.2020,,12.175,0.1702,,10.859,0.3836,
,!,0611-08,2DI-3501.D,Sample,,7/4/2018 5:04 AM,11.620,0.1890,,12.357,0.1708,,10.863,0.4661,
,,blank,001-3601.D,Blank,,7/4/2018 5:24 AM,11.567,0.1750,,12.140,0.1701,,13.001,0.1916,
,,qc4,2AG-3701.D,QC,4,7/4/2018 5:45 AM,11.600,0.7933,99.8,12.115,0.8150,100.6,12.575,0.9265,101.3
,,blank,001-3802.D,Blank,,7/4/2018 6:05 AM,11.610,0.1750,,12.313,0.1701,,13.066,0.1905,
,!,0613-12,2EC-3901.D,Sample,,7/4/2018 6:25 AM,11.623,0.1793,,12.080,0.1701,,10.866,0.4115,
,!,0613-09,2ED-4001.D,Sample,,7/4/2018 6:46 AM,11.625,0.1852,,12.162,0.1702,,10.866,0.4351,
,!,0526-02,2EE-4101.D,Sample,,7/4/2018 7:06 AM,11.620,0.1878,,12.130,0.1700,,10.863,0.3153,
,!,0613-17,2EF-4201.D,Sample,,7/4/2018 7:26 AM,11.619,0.1929,,12.036,0.1700,,10.862,0.4017,
,!,0526-03,2EG-4301.D,Sample,,7/4/2018 7:47 AM,11.620,0.2023,,12.070,0.1702,,10.864,0.6289,
,!,0613-16,2EH-4401.D,Sample,,7/4/2018 8:07 AM,11.619,0.1990,,12.133,0.1702,,10.863,0.9569,
,!,0613-08,2EI-4501.D,Sample,,7/4/2018 8:28 AM,11.620,0.1847,,12.123,0.1700,,10.863,0.5311,
,!,0613-13,2FA-4601.D,Sample,,7/4/2018 8:48 AM,11.618,0.1947,,12.131,0.1700,,10.863,0.4665,
,!,0613-18,2FB-4701.D,Sample,,7/4/2018 9:08 AM,11.625,0.1826,,12.072,0.1700,,10.865,0.3991,
,!,0613-15,2FC-4801.D,Sample,,7/4/2018 9:29 AM,11.623,0.1811,,12.292,0.1706,,10.863,0.4601,
,,blank,001-4901.D,Blank,,7/4/2018 9:49 AM,11.590,0.1749,,12.089,0.1700,,13.080,0.1926,
,,qc4,2AH-5001.D,QC,4,7/4/2018 10:09 AM,11.600,0.7459,93.8,12.115,0.7851,96.9,12.576,0.8839,96.6
,,blank,001-5102.D,Blank,,7/4/2018 10:30 AM,11.611,0.1749,,12.195,0.1702,,13.048,0.1909,
,!,0613-10,2FD-5201.D,Sample,,7/4/2018 10:50 AM,11.618,0.1954,,12.154,0.1700,,10.862,0.6634,
,!,0613-19,2FE-5301.D,Sample,,7/4/2018 11:10 AM,11.624,0.1808,,11.971,0.1700,,10.864,0.4485,
,!,0613-06,2FF-5401.D,Sample,,7/4/2018 11:31 AM,11.624,0.1792,,12.137,0.1700,,10.866,0.3558,
,!,0613-07,2FG-5501.D,Sample,,7/4/2018 11:51 AM,11.619,0.1905,,12.111,0.1700,,10.862,0.4944,
,!,0613-11,2FH-5601.D,Sample,,7/4/2018 12:11 PM,11.624,0.1837,,12.073,0.1700,,10.865,0.4406,
,!,0613-20,2FI-5701.D,Sample,,7/4/2018 12:32 PM,11.620,0.1843,,12.091,0.1700,,10.863,0.6363,
,!,0613-04,1AA-5801.D,Sample,,7/4/2018 12:52 PM,11.619,0.2275,,12.051,0.1700,,10.863,0.8881,
,!,0613-05,1AB-5901.D,Sample,,7/4/2018 1:13 PM,11.620,0.1997,,12.133,0.1700,,10.864,0.6315,
,!,0613-02,1AC-6001.D,Sample,,7/4/2018 1:33 PM,11.623,0.1836,,12.115,0.1700,,10.864,0.5704,
,!,0613-03,1AD-6101.D,Sample,,7/4/2018 1:53 PM,11.624,0.1915,,12.017,0.1703,,10.865,0.7041,
,,blank,001-6201.D,Blank,,7/4/2018 2:14 PM,11.640,0.1749,,12.109,0.1700,,13.079,0.1926,
,,qc4,2AI-6301.D,QC,4,7/4/2018 2:34 PM,11.602,0.7259,91.3,12.116,0.7497,92.5,12.578,0.8520,93.1
,,blank,001-6402.D,Blank,,7/4/2018 2:54 PM,11.673,0.1749,,12.115,0.1700,,13.080,0.1928,
,!,0526-01,1AE-6501.D,Sample,,7/4/2018 3:14 PM,11.623,0.1992,,11.975,0.1700,,10.865,0.5017,
,!,0613-01,1AF-6601.D,Sample,,7/4/2018 3:35 PM,11.620,0.1919,,12.099,0.1700,,10.864,0.7694,
,!,0505-20,1AG-6701.D,Sample,,7/4/2018 3:55 PM,11.620,0.1801,,12.130,0.1700,,10.866,0.3106,
,!,0525-01,1AH-6801.D,Sample,,7/4/2018 4:16 PM,11.623,0.1829,,12.140,0.1701,,10.863,0.3340,
,!,0505-18,1AI-6901.D,Sample,,7/4/2018 4:36 PM,11.619,0.1954,,12.062,0.1701,,10.863,0.5652,
,!,0505-19,1BA-7001.D,Sample,,7/4/2018 4:56 PM,11.625,0.1780,,12.108,0.1700,,10.868,0.3330,
,!,0505-16,1BB-7101.D,Sample,,7/4/2018 5:17 PM,11.620,0.1947,,12.159,0.1701,,10.864,0.3911,
,!,0505-17,1BC-7201.D,Sample,,7/4/2018 5:37 PM,11.622,0.1829,,12.094,0.1700,,10.866,0.3174,
!,!,0505-12,1BD-7301.D,Sample,,7/4/2018 5:57 PM,11.619,0.1838,,,,,10.864,0.4114,
,!,0505-13,1BE-7401.D,Sample,,7/4/2018 6:18 PM,11.624,0.1817,,12.111,0.1701,,10.866,0.5022,
,,blank,001-7501.D,Blank,,7/4/2018 6:38 PM,11.615,0.1749,,12.079,0.1700,,13.050,0.1898,
,!,tag_mix,2BA-7601.D,Cal,1,7/4/2018 6:58 PM,11.627,0.1750,165.1,12.114,0.1706,157.9,13.058,0.1916,157.0
,,tag_mix,2BB-7701.D,Cal,2,7/4/2018 7:19 PM,11.600,0.2502,94.4,12.115,0.2537,93.9,12.575,0.2860,93.8
,,tag_mix,2BC-7801.D,Cal,3,7/4/2018 7:39 PM,11.601,0.5341,100.8,12.117,0.5524,102.3,12.577,0.6251,102.5
,,tag_mix,2BD-7901.D,Cal,4,7/4/2018 7:59 PM,11.602,0.7669,96.5,12.117,0.7947,98.1,12.577,0.9145,99.9
,!,tag_mix,2BE-8001.D,Cal,5,7/4/2018 8:20 PM,11.603,1.2118,114.3,12.120,1.2256,113.5,11.603,1.3816,113.2
,,blank,001-8102.D,Blank,,7/4/2018 8:40 PM,11.580,0.1749,,12.153,0.1701,,13.070,0.1909,
,,blank,001-8203.D,Blank,,7/4/2018 9:00 PM,11.419,0.1749,,12.106,0.1700,,12.995,0.1917,
,,blank,001-8304.D,Blank,,7/4/2018 9:21 PM,11.596,0.1750,,12.158,0.1700,,13.080,0.1932,
,,blank,001-8401.D,Blank,,7/4/2018 9:41 PM,,,,,,,,,
Sample,,,,,,,Tripalmitin Results,,,Triheptadecanoic Results,,,Tristerin Results,,
,,Name,Data File,Type,Level,Acq. Date-Time,RT,Final Conc.,Accuracy,RT,Final Conc.,Accuracy,RT,Final Conc.,Accuracy
,,blank,001-0101.D,Blank,,7/5/2018 9:46 AM,11.617,0.1754,,12.210,0.1729,,13.043,0.2033,
,,blank,001-0202.D,Blank,,7/5/2018 10:07 AM,11.567,0.1755,,12.118,0.1729,,12.960,0.1970,
,,blank,001-0303.D,Blank,,7/5/2018 10:27 AM,11.564,0.1753,,12.160,0.1729,,13.030,0.1973,
,,blank,001-0404.D,Blank,,7/5/2018 10:47 AM,11.839,0.1758,,11.927,0.1730,,13.059,0.1958,
,,blank,001-0505.D,Blank,,7/5/2018 11:08 AM,11.539,0.1753,,12.138,0.1729,,13.043,0.1949,
,,blank,001-0606.D,Blank,,7/5/2018 11:28 AM,11.621,0.1754,,12.171,0.1729,,12.999,0.1960,
,,blank,001-0707.D,Blank,,7/5/2018 11:48 AM,11.562,0.1754,,12.128,0.1729,,12.989,0.1962,
,,blank,001-0808.D,Blank,,7/5/2018 12:08 PM,11.598,0.1754,,12.180,0.1729,,12.960,0.1959,
,!,tag_mix,2AA-0901.D,Cal,1,7/5/2018 12:29 PM,11.579,0.1755,165.6,12.122,0.1733,160.4,13.035,0.1962,160.8
,,tag_mix,2AB-1001.D,Cal,2,7/5/2018 12:49 PM,11.593,0.2400,90.6,12.108,0.2445,90.6,12.570,0.2752,90.2
,,tag_mix,2AC-1101.D,Cal,3,7/5/2018 1:09 PM,11.597,0.4477,84.5,12.113,0.4655,86.2,12.573,0.5235,85.8
,,tag_mix,2AD-1201.D,Cal,4,7/5/2018 1:30 PM,11.599,0.7265,91.4,12.113,0.7609,93.9,12.574,0.8557,93.5
,!,tag_mix,2AE-1301.D,Cal,5,7/5/2018 1:50 PM,11.600,1.1071,104.4,12.115,1.1223,103.9,11.600,1.2584,103.1
,,blank,001-1409.D,Blank,,7/5/2018 2:10 PM,11.564,0.1753,,12.093,0.1729,,12.984,0.1962,
,!,0505-15,2CA-1501.D,Sample,,7/5/2018 2:31 PM,11.623,0.2042,,12.150,0.1729,,10.867,0.6658,
,!,0505-14,2CB-1601.D,Sample,,7/5/2018 2:51 PM,11.623,0.1952,,12.095,0.1730,,10.867,0.5647,
,!,0611-08,2CC-1701.D,Sample,,7/5/2018 3:11 PM,11.623,0.2341,,11.992,0.1732,,10.863,0.6081,
,!,0611-04,2CD-1801.D,Sample,,7/5/2018 3:32 PM,11.623,0.2236,,11.962,0.1731,,11.259,0.4841,
,!,0610-11,2CE-1901.D,Sample,,7/5/2018 3:52 PM,11.621,0.2000,,12.013,0.1730,,10.864,0.4334,
,!,0528-18,2CF-2001.D,Sample,,7/5/2018 4:13 PM,11.621,0.2325,,12.164,0.1730,,10.865,1.0425,
,!,0602-04,2CG-2101.D,Sample,,7/5/2018 4:33 PM,11.625,0.1835,,12.190,0.1729,,10.868,0.3840,
,!,0602-03,2CH-2201.D,Sample,,7/5/2018 4:53 PM,11.623,0.1951,,12.138,0.1729,,10.866,0.5837,
,!,0602-02,2CI-2301.D,Sample,,7/5/2018 5:14 PM,11.621,0.2050,,12.115,0.1729,,10.867,0.4509,
,!,0602-01,2DA-2401.D,Sample,,7/5/2018 5:34 PM,11.625,0.1949,,11.987,0.1730,,10.867,0.5773,
,,blank,001-2501.D,Blank,,7/5/2018 5:54 PM,11.563,0.1753,,12.118,0.1729,,12.953,0.1963,
,,qc4,2AF-2601.D,QC,4,7/5/2018 6:15 PM,11.605,0.7721,97.1,12.121,0.7865,97.1,12.583,0.8906,97.3
,,blank,001-2702.D,Blank,,7/5/2018 6:35 PM,11.580,0.1753,,12.162,0.1729,,13.042,0.1955,
,!,0603-04,2DB-2801.D,Sample,,7/5/2018 6:55 PM,11.628,0.1836,,11.970,0.1729,,10.870,0.4301,
,!,0602-07,2DC-2901.D,Sample,,7/5/2018 7:16 PM,11.625,0.2238,,12.164,0.1729,,10.870,0.9192,
,!,0602-06,2DD-3001.D,Sample,,7/5/2018 7:36 PM,11.625,0.2069,,12.078,0.1730,,10.871,0.7567,
,!,0602-05,2DE-3101.D,Sample,,7/5/2018 7:56 PM,11.628,0.1871,,12.073,0.1729,,10.870,0.5089,
,!,0603-03,2DF-3201.D,Sample,,7/5/2018 8:17 PM,11.630,0.1843,,12.078,0.1729,,10.872,0.4245,
,!,0504-03,2DG-3301.D,Sample,,7/5/2018 8:37 PM,11.622,0.1894,,12.101,0.1729,,11.622,0.2093,
,!,0603-02,2DH-3401.D,Sample,,7/5/2018 8:57 PM,11.628,0.1827,,12.113,0.1729,,10.870,0.4295,
,!,0603-01,2DI-3501.D,Sample,,7/5/2018 9:18 PM,11.630,0.1910,,12.025,0.1729,,10.873,0.5627,
,!,0528-10,2EA-3601.D,Sample,,7/5/2018 9:38 PM,11.629,0.2012,,12.074,0.1729,,10.873,0.6394,
,!,0528-09,2EB-3701.D,Sample,,7/5/2018 9:59 PM,11.628,0.1883,,12.045,0.1729,,10.870,0.5151,
,,blank,001-3801.D,Blank,,7/5/2018 10:19 PM,11.605,0.1753,,12.076,0.1729,,13.034,0.1964,
,,qc4,2AG-3901.D,QC,4,7/5/2018 10:39 PM,11.609,0.7583,95.4,12.125,0.7729,95.4,12.585,0.8805,96.2
,,blank,001-4002.D,Blank,,7/5/2018 10:59 PM,11.708,0.1754,,12.113,0.1730,,13.010,0.1956,
,!,0504-02,2EC-4101.D,Sample,,7/5/2018 11:20 PM,11.628,0.1771,,12.111,0.1729,,11.264,0.1980,
,!,0504-01,2ED-4201.D,Sample,,7/5/2018 11:40 PM,11.625,0.1900,,12.172,0.1730,,11.260,0.2149,
,!,0528-14,2EE-4301.D,Sample,,7/6/2018 12:01 AM,11.629,0.1875,,12.133,0.1730,,10.872,0.4106,
,!,0528-16,2EF-4401.D,Sample,,7/6/2018 12:21 AM,11.632,0.1928,,12.122,0.1729,,10.874,0.4491,
,!,0528-13,2EG-4501.D,Sample,,7/6/2018 12:41 AM,11.630,0.1894,,12.128,0.1729,,10.875,0.5480,
,!,0528-12,2EH-4601.D,Sample,,7/6/2018 1:02 AM,11.633,0.1848,,12.264,0.1730,,10.876,0.4397,
,!,0528-11,2EI-4701.D,Sample,,7/6/2018 1:22 AM,11.630,0.1952,,12.200,0.1729,,10.875,0.7115,
,!,0528-19,2FA-4801.D,Sample,,7/6/2018 1:42 AM,11.629,0.2012,,12.035,0.1730,,10.872,0.6773,
,!,0528-17,2FB-4901.D,Sample,,7/6/2018 2:03 AM,11.630,0.2078,,12.101,0.1729,,10.873,0.5064,
,!,0528-08,2FC-5001.D,Sample,,7/6/2018 2:23 AM,11.631,0.1921,,11.931,0.1729,,10.873,0.6381,
,,blank,001-5101.D,Blank,,7/6/2018 2:43 AM,11.626,0.1753,,12.358,0.1729,,13.049,0.1963,
,!,qc4,2AH-5201.D,QC,4,7/6/2018 3:04 AM,11.615,0.9686,121.8,12.131,0.9728,120.1,12.593,1.1031,120.6
,,blank,001-5302.D,Blank,,7/6/2018 3:24 AM,11.684,0.1754,,12.155,0.1729,,13.027,0.1963,
,!,0603-05,2FD-5401.D,Sample,,7/6/2018 3:44 AM,11.633,0.1863,,12.173,0.1729,,10.875,0.4604,
,!,0603-06,2FE-5501.D,Sample,,7/6/2018 4:05 AM,11.630,0.2109,,12.158,0.1731,,10.873,0.5495,
,!,0603-07,2FF-5601.D,Sample,,7/6/2018 4:25 AM,11.637,0.1843,,11.985,0.1729,,10.878,0.4848,
,!,0603-08,2FG-5701.D,Sample,,7/6/2018 4:45 AM,11.630,0.2007,,12.115,0.1729,,10.874,0.6344,
,!,0603-09,2FH-5801.D,Sample,,7/6/2018 5:06 AM,11.631,0.2089,,12.124,0.1729,,10.873,0.5091,
,!,0603-10,2FI-5901.D,Sample,,7/6/2018 5:26 AM,11.630,0.1940,,12.074,0.1729,,10.875,0.7348,
,!,0603-11,1AA-6001.D,Sample,,7/6/2018 5:46 AM,11.634,0.1843,,12.352,0.1733,,10.876,0.4601,
,!,0603-12,1AB-6101.D,Sample,,7/6/2018 6:07 AM,11.633,0.1898,,12.170,0.1730,,10.875,0.5927,
,!,0603-13,1AC-6201.D,Sample,,7/6/2018 6:27 AM,11.633,0.1894,,12.149,0.1729,,10.875,0.3678,
,!,0615-01,1AD-6301.D,Sample,,7/6/2018 6:48 AM,11.626,0.1957,,12.123,0.1729,,10.867,0.3639,
,,blank,001-6401.D,Blank,,7/6/2018 7:08 AM,11.568,0.1755,,12.124,0.1729,,12.990,0.1969,
,!,qc4,2AI-6501.D,QC,4,7/6/2018 7:28 AM,11.601,0.2927,36.8,12.116,0.3009,37.2,12.577,0.3393,37.1
,,blank,001-6602.D,Blank,,7/6/2018 7:48 AM,11.597,0.1754,,12.339,0.1743,,13.007,0.1962,
,!,0616-01,1AE-6701.D,Sample,,7/6/2018 8:09 AM,11.621,0.2168,,12.146,0.1729,,10.865,0.5172,
,!,0616-02,1AF-6801.D,Sample,,7/6/2018 8:29 AM,11.622,0.1959,,12.109,0.1729,,10.865,0.4533,
,!,0616-03,1AG-6901.D,Sample,,7/6/2018 8:50 AM,11.624,0.2096,,12.310,0.1733,,11.261,0.2822,
,!,0616-04,1AH-7001.D,Sample,,7/6/2018 9:10 AM,11.628,0.1969,,12.120,0.1729,,10.868,0.3991,
,!,0616-05,1AI-7101.D,Sample,,7/6/2018 9:30 AM,11.630,0.2461,,11.968,0.1735,,10.870,0.6210,
,!,0616-06,1BA-7201.D,Sample,,7/6/2018 9:51 AM,11.625,0.1969,,12.140,0.1729,,10.867,0.3784,
,,blank,001-7301.D,Blank,,7/6/2018 10:11 AM,11.545,0.1754,,12.139,0.1731,,12.935,0.1965,
,!,tag_mix,2BA-7401.D,Cal,1,7/6/2018 10:31 AM,11.595,0.1757,165.8,12.124,0.1731,160.3,13.052,0.1956,160.3
,,tag_mix,2BB-7501.D,Cal,2,7/6/2018 10:52 AM,11.596,0.2458,92.7,12.112,0.2498,92.5,12.572,0.2819,92.4
,,tag_mix,2BC-7601.D,Cal,3,7/6/2018 11:12 AM,11.598,0.4755,89.7,12.113,0.4873,90.2,12.574,0.5513,90.4
,,tag_mix,2BD-7701.D,Cal,4,7/6/2018 11:32 AM,11.598,0.7686,96.7,12.114,0.7812,96.4,12.575,0.8914,97.4
,,tag_mix,2BE-7801.D,Cal,5,7/6/2018 11:53 AM,11.598,1.1496,108.5,12.114,1.1580,107.2,12.575,1.3149,107.8
,,blank,001-7902.D,Blank,,7/6/2018 12:13 PM,11.562,0.1753,,12.184,0.1730,,13.059,0.1961,
